id,c1,c2,c3,c4,c5,c6,c7,c8,v
211,0,0,0,0,0,0,0,0,227
212,0,0,0,0,0,0,0,0,227
213,0,0,0,0,0,0,0,0,227
214,0,0,0,0,0,0,0,0,227
215,0,0,0,0,0,0,0,0,227
216,0,0,0,0,0,0,0,0,227
217,0,0,0,0,0,0,0,0,227
218,0,0,0,0,0,0,0,0,227
219,0,0,0,0,0,0,0,0,227
220,0,0,0,0,0,0,0,0,227
221,0,0,0,0,0,0,0,0,227
222,0,0,0,0,0,0,0,0,227
223,0,0,0,0,0,0,0,0,227
224,9,0,0,0,0,0,0,0,227
225,3,0,0,0,0,0,0,0,227
226,0,0,0,0,0,0,0,0,227
227,0,0,0,0,0,0,0,0,227
228,0,0,0,0,0,0,0,0,227
229,0,0,0,0,0,0,0,0,227
230,0,0,0,0,0,0,0,0,227
231,0,0,0,0,0,0,0,0,227
232,0,9,0,0,0,0,0,0,227
233,0,0,0,0,0,0,0,0,227
234,0,0,0,0,0,0,0,0,227
235,0,0,0,0,0,0,0,0,227
236,0,0,9,0,0,0,0,0,227
237,0,0,0,0,0,0,0,0,227
238,0,0,0,0,0,0,0,0,227
239,0,0,0,0,0,0,0,0,227
240,0,0,0,0,0,0,0,0,227
241,0,0,0,0,0,0,0,0,227
242,0,0,0,0,0,0,0,0,227
243,0,0,0,0,0,0,0,0,227
244,0,0,0,0,0,0,0,0,227
245,0,0,0,0,0,0,0,0,227
246,0,0,0,0,0,0,0,0,227
247,0,0,0,0,0,0,0,0,227
248,0,0,0,0,0,0,0,0,227
249,0,0,0,0,0,0,0,0,227
250,0,0,0,0,0,0,0,0,227
251,0,0,0,0,0,0,0,0,227
252,0,0,0,0,0,0,0,0,227
253,0,0,0,0,0,0,0,0,227
254,0,0,0,0,0,0,0,0,227
255,0,0,0,0,0,7,0,0,227
256,0,0,0,0,0,0,0,0,227
257,0,0,0,0,0,0,0,0,227
258,0,0,0,0,0,0,0,0,227
259,0,0,0,0,0,0,0,0,227
260,0,0,0,0,0,0,0,0,227
261,0,0,0,0,0,0,0,0,227
262,0,0,0,0,0,0,0,0,227
263,0,0,0,0,0,0,0,0,227
264,0,0,0,0,0,0,0,0,227
265,0,0,0,0,0,0,0,0,227
266,0,0,0,0,0,0,0,0,227
267,0,0,0,0,0,0,0,0,227
268,0,0,0,0,0,0,0,0,227
269,0,0,0,0,0,0,0,0,227
270,0,0,0,0,0,0,0,0,227
271,0,0,0,0,0,0,0,0,227
272,0,0,0,0,0,0,0,0,227
273,0,0,0,0,0,0,0,0,227
274,0,0,0,0,0,0,0,0,227
275,0,0,0,0,0,0,0,0,227
276,0,0,0,0,0,0,0,0,227
277,0,0,0,0,0,0,0,0,227
278,0,0,0,0,0,0,0,0,227
279,0,0,0,0,0,0,0,0,227
280,0,0,0,0,0,0,0,0,227
281,0,0,0,0,0,0,0,0,227
282,0,0,0,0,0,0,0,0,227
283,0,0,0,0,0,0,0,0,227
284,0,0,0,0,0,0,0,0,227
285,0,0,0,0,0,0,0,0,227
286,0,0,0,0,0,0,0,0,227
287,0,0,0,0,0,0,0,0,227
288,0,0,0,0,0,0,0,0,227
289,0,0,0,0,0,0,0,0,227
290,0,0,0,0,0,0,0,0,227
291,0,0,0,0,0,0,0,0,227
292,0,0,0,0,0,0,0,0,227
293,0,0,0,0,0,0,0,0,227
294,0,0,0,0,0,0,0,0,227
295,0,0,0,0,0,0,0,0,227
296,0,0,0,0,0,0,0,0,227
297,0,0,0,0,0,0,0,0,227
298,0,0,0,0,0,0,0,0,227
299,0,0,0,0,0,0,0,0,227
300,0,0,0,0,0,0,0,0,227
301,0,0,0,0,0,0,0,0,227
302,0,0,0,0,0,0,0,0,227
303,0,0,0,0,0,0,0,0,227
304,0,0,0,0,0,0,0,0,227
305,0,0,0,0,0,0,0,0,227
306,0,0,0,0,0,0,0,0,227
307,0,0,0,0,0,0,0,0,227
308,0,0,0,0,0,0,0,0,227
309,0,0,0,0,0,0,0,0,227
310,0,0,0,0,0,0,0,0,227
311,0,0,0,0,0,0,0,0,227
312,0,0,0,0,0,0,0,0,227
313,0,0,0,0,3,0,0,0,227
314,0,0,0,0,8,0,0,0,227
315,0,0,0,0,0,0,0,0,227
316,0,0,0,0,0,0,0,0,227
317,0,0,0,0,0,0,0,0,227
318,0,0,0,0,0,0,0,0,227
319,0,0,0,0,0,0,0,0,227
320,0,0,0,0,0,0,0,0,227
321,0,0,0,0,0,0,0,0,227
322,0,0,0,0,0,0,0,0,227
323,0,0,0,0,0,0,0,0,227
324,0,0,0,0,0,0,0,0,227
325,0,0,0,0,0,0,0,0,227
326,0,0,0,0,0,0,0,0,227
327,0,0,0,0,0,0,0,0,227
328,0,0,0,0,0,0,0,0,227
329,0,0,0,0,0,0,0,0,227
330,0,0,0,0,0,0,0,0,227
331,0,0,0,0,0,0,0,0,227
332,0,0,0,0,0,0,0,0,227
333,0,0,0,0,0,0,0,0,227
334,0,0,0,0,0,0,0,0,227
335,0,0,0,0,0,0,0,0,227
336,0,0,0,0,0,0,0,0,227
337,0,0,0,0,0,0,0,0,227
338,0,0,0,0,0,0,0,0,227
339,0,0,0,0,0,0,0,0,227
340,0,0,0,0,0,0,0,0,227
341,0,0,0,0,0,0,0,0,227
342,0,0,0,0,0,0,0,0,227
343,0,0,0,0,0,0,0,0,227
344,0,0,0,0,0,0,0,0,227
345,0,0,0,0,0,0,0,0,227
346,0,0,0,0,0,0,0,0,227
347,0,0,0,0,0,0,0,0,227
348,0,0,0,0,0,0,0,0,227
349,0,0,0,0,0,0,0,0,227
350,0,0,0,0,0,0,0,0,227
351,0,0,0,0,0,0,0,0,227
352,0,0,0,0,0,0,0,0,227
353,0,0,0,0,0,0,0,0,227
354,0,0,0,0,0,0,0,0,227
355,0,0,0,0,0,0,0,0,227
356,0,0,0,0,0,0,0,0,227
357,0,0,0,0,0,0,0,0,227
358,0,0,0,0,0,0,0,0,227
359,0,0,0,0,0,0,0,0,227
360,0,0,0,0,0,0,0,0,227
361,0,0,0,0,0,0,0,0,227
362,0,0,0,0,0,0,0,0,227
363,0,0,0,0,0,0,0,0,227
364,0,0,0,0,0,0,0,0,227
365,0,0,0,0,0,0,0,0,227
366,0,0,0,0,0,0,0,0,227
367,0,0,0,0,0,0,0,0,227
368,0,0,0,0,0,0,0,0,227
369,0,0,0,0,0,0,0,0,227
370,0,0,0,0,0,0,0,0,227
371,0,0,0,0,0,0,0,0,227
372,0,0,0,0,0,0,0,0,227
373,0,0,0,0,0,0,0,0,227
374,0,0,0,0,0,0,0,0,227
375,0,0,0,0,0,0,0,0,227
376,0,0,0,0,0,0,0,0,227
377,0,0,0,0,0,0,0,0,227
378,0,0,0,0,0,0,0,0,227
379,0,0,0,0,0,0,0,0,227
380,0,0,0,0,0,0,0,0,227
381,0,0,0,0,0,0,0,0,227
382,0,0,0,0,0,0,0,0,227
383,0,0,0,0,0,0,0,0,227
384,0,0,0,0,0,0,0,0,227
385,0,0,0,0,0,0,0,0,227
386,0,0,0,0,0,0,0,0,227
387,0,0,0,0,0,0,0,0,227
388,0,0,0,0,0,0,0,0,227
389,0,0,0,0,0,0,0,0,227
390,0,0,0,0,0,0,0,0,227
391,0,0,0,0,0,0,0,0,227
392,0,0,0,0,0,0,0,0,227
393,0,0,0,0,0,0,0,0,227
394,0,0,0,0,0,0,0,0,227
395,0,0,0,0,0,0,0,0,227
396,0,0,0,0,0,0,0,0,227
397,0,0,0,0,0,0,0,0,227
398,0,0,0,0,0,0,0,0,227
399,0,0,0,0,0,0,0,0,227
400,0,0,0,0,0,0,0,0,227
401,0,0,0,0,0,0,0,0,227
402,0,0,0,0,0,0,0,0,227
403,0,0,0,0,0,0,0,0,227
404,0,0,0,0,0,0,0,0,227
405,0,0,0,0,0,0,0,0,227
406,0,0,0,0,0,0,0,0,227
407,0,0,0,0,0,0,0,0,227
408,0,0,0,0,0,0,0,0,227
409,0,0,0,0,0,0,0,0,227
410,0,0,0,0,0,0,0,0,227
411,0,0,0,0,0,0,0,0,227
412,0,0,0,0,0,0,0,0,227
413,0,0,0,0,0,0,0,0,227
414,0,0,0,0,0,0,0,0,227
415,0,0,0,0,0,0,0,0,227
416,0,0,0,0,0,0,0,0,227
417,0,0,0,0,0,0,0,0,227
418,0,0,0,0,0,0,0,0,227
419,0,0,0,0,0,0,0,0,227
420,0,0,0,0,0,0,0,0,227
421,0,0,0,0,0,0,0,0,227
422,0,0,0,0,0,0,0,0,227
423,0,0,0,0,0,0,0,0,227
424,0,0,0,0,0,0,0,0,227
425,0,0,0,0,0,0,0,0,227
426,0,0,0,0,0,0,0,0,227
427,0,0,0,0,0,0,0,0,227
428,0,0,0,0,0,0,0,0,227
429,0,0,0,0,0,0,0,0,227
430,0,0,0,0,0,0,0,0,227
431,0,0,0,0,0,0,0,0,227
432,0,0,0,0,0,0,0,0,227
433,0,0,0,0,0,0,0,0,227
434,0,0,0,0,0,0,0,0,227
435,0,0,0,0,0,0,0,0,227
436,0,0,0,0,0,0,0,0,227
437,0,0,0,0,0,0,0,0,227
438,0,0,0,0,0,0,0,0,227
439,0,0,0,0,0,0,0,0,227
440,0,0,0,0,0,0,0,0,227
441,0,0,0,0,0,0,0,0,227
442,0,0,0,0,0,0,0,0,227
443,0,0,0,0,0,0,0,0,227
444,0,0,0,0,0,0,0,0,227
445,0,0,0,0,0,0,0,0,227
446,0,0,0,0,0,0,0,0,227
447,0,0,0,0,0,0,0,0,227
448,0,0,0,0,0,0,0,0,227
449,0,0,0,0,0,0,0,0,227
450,0,0,0,0,0,0,0,0,227
451,0,0,0,0,0,0,0,0,227
452,0,0,0,0,0,0,0,0,227
453,0,0,0,0,0,0,0,0,227
454,0,0,0,0,0,0,0,0,227
455,0,0,0,0,0,0,0,0,227
456,0,0,0,0,0,0,0,0,227
457,0,0,0,0,0,0,0,0,227
458,0,0,0,0,0,0,0,0,227
459,0,0,0,0,0,0,0,0,227
460,0,0,0,0,0,0,0,0,227
461,0,0,0,0,0,0,0,0,227
462,0,0,0,0,0,0,0,0,0
463,0,0,0,0,0,0,0,0,0
